LFS_NR,AF_DATUM,ARTIKEL_NR,MANDANT,KUNDE,KUNDEN_NR,STANDORT,STANDORT_NR,HERKUNFT,HERKUNFT_NR,Monat,AF_STATUS,GT_BEZEICHNUNG,LPOS_BEZEICHNUNG,LPOS_MENGE,LPOS_ME,ZIEL_KURZ,LIEFERANT,LIEFERANTEN_NR,BEFOERDERER,LST_ART,ZU_AB,FAHRZEUGKNZ
5350566,30.07.2025 00:00:00,40K3010,01,KURZ Recycling GmbH,100002,Öhringen,66660,Benningen,2,Juli,erledigt,Output Benningen - Styropor EPS weiß nach Öhringen,Styropor Gr. I,"0,4100",to,Öhringen,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9248
5348575,31.07.2025 00:00:00,38H3010,01,KURZ Recycling GmbH,100002,Heilbronn Austraße,73152,Benningen,2,Juli,erledigt,Output Benningen - Holz AIII aus Sperrmüll aus Sammlung nach Heilbronn,Holz AIII aus Sperrmüll,"17,8000",to,Heilbronn Austraße,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,HN M 2095
5356976,08.08.2025 00:00:00,30H3030,02,Bauer Kompost GmbH,101643,Bauer Kompost,54277,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn Holz AII - AIII Hackschnitzel zu Bauer Kompost,Holz AII - AIII Hackschnitzel,"0,0000",to,Bauer Kompost,Bauer Kompost,8030,,Verwertung,Herkunft/Ziel,
5355857,30.07.2025 00:00:00,71M1010,02,Autoverwertung Neumann GmbH & Co. KG,102184,Neumann,55589,Schwaigern,4,Juli,erledigt,Output Schwaigern DS 412 Dosen sauber,DS 412 Dosen,"7,0600",to,Neumann,,,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 210
5355859,30.07.2025 00:00:00,71M1011,02,Autoverwertung Neumann GmbH & Co. KG,102184,Neumann,55589,Schwaigern,4,Juli,erledigt,Output Schwaigern DS 412 Dosen unsauber,DS 412 Dosen unsauber,"5,4300",to,Neumann,,,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 210
5356521,07.08.2025 00:00:00,30H4040,02,ENBW Biomasse GmbH,103955,ENBW,60566,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn Holz AIV zu FUG Ulm,Holz AIV,"0,0000",to,FUG Ulm,ENBW Biomasse GmbH,10240,,Verwertung,Herkunft/Ziel,
5355939,05.08.2025 00:00:00,10S2020,01,KVA Turgi,103984,Turgi,60635,Benningen,2,Aug.,zugeordnet,Output Benningen - Sonstige Abfälle a.d.mech.Behandlung nach Turgi Transport Banholzer,Sonstige Abfälle,"0,0000",to,Turgi,Gasser AG,,,Verwertung,Herkunft/Ziel,
5369137,13.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,offen,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"0,0000",to,Schwaigern,,,,Verwertung,Herkunft/Ziel,
5369209,22.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,offen,Interzero,DS 600 LVP (wie gesammelt) Interzero,"0,0000",to,ALBA Walldürn,,,,Verwertung,Herkunft/Ziel,
5356117,07.08.2025 00:00:00,28P1010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Benningen,2,Aug.,zugeordnet,Output Benningen - Bereitstellung Sammelware PPK AVL zu Vanni+Didicher,Sammelware B10 (kommunales Altpapier),"0,0000",to,Vanni + Didicher,,,,Verwertung,Herkunft/Ziel,
5348450,01.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,offen,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"0,0000",to,Schwaigern,,,,,,
5355951,04.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,zugeordnet,Landbell,DS 600 LVP (wie gesammelt) Landbell,"0,0000",to,Schwaigern,,,,Verwertung,Herkunft/Ziel,
5356068,05.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,offen,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"0,0000",to,Schwaigern,,,,Verwertung,Herkunft/Ziel,
5356139,05.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,zugeordnet,Reclay,DS 600 LVP (wie gesammelt) Reclay,"0,0000",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9679
5356166,07.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,offen,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"0,0000",to,Schwaigern,,,,Verwertung,Herkunft/Ziel,
5356300,06.08.2025 00:00:00,11S1020,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Umladestation Benningen,61170,Aug.,zugeordnet,Interzero,DS 600 LVP (wie gesammelt) Interzero,"0,0000",to,ALBA Walldürn,,,,Verwertung,Herkunft/Ziel,
5350698,05.08.2025 00:00:00,78E6010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,RH Horrheim,59124,Benningen,2,Aug.,offen,ABR 40 mit Deckel UM,Gruppe 1 (Wärmeüberträger),"0,0000",to,Riwald Electronics Eppinge,,,,Verwertung,Herkunft/Ziel,
5356549,07.08.2025 00:00:00,61G1040,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Benningen,2,Aug.,zugeordnet,Weißglas (DS 101) Interseroh+,DS 101 Weißglas Interseroh+,"0,0000",to,Bürck,,,,Verwertung,Herkunft/Ziel,
5347803,01.08.2025 00:00:00,61G1010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,Umladestation Benningen,61170,Benningen,2,Aug.,zugeordnet,DS 100 Mischglas Hohlglas Zentek,DS 100 Mischglas Hohlglas Zentek,"0,0000",to,Schirmbeck Mehlingen,,,,Verwertung,Herkunft/Ziel,
5347825,31.07.2025 00:00:00,61G1010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,"Umladestation GWV, Marbach",172787,"Umladestation GWV, Marbach",172787,Juli,zugeordnet,Mischglas (DS 100) Eko-Punkt,Mischglas (DS 100) Eko-Punkt,"0,0000",to,EURA,,,,Verwertung,Herkunft/Ziel,
5369299,04.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Hotz
5369348,07.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Thum
5369342,05.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,Beseitigung,Herkunft/Ziel,Hotz
5369369,05.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,Beseitigung,Herkunft/Ziel,Engel
5369371,08.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,Beseitigung,Herkunft/Ziel,Engel
5369409,05.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,offen,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,,,
5369606,06.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5347036,30.07.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"22,3200",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,PF E 851
5347038,01.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Engel
5347107,01.08.2025 00:00:00,10S1030,02,TPLUS GmbH,103625,TPLUS,59194,Schwaigern,4,Aug.,offen,Output Schwaigern - Gewerbeabfall zur MVA Stuttgart (TPLUS),Abfall zur Verwertung,"0,0000",to,MVA Stuttgart,TPLUS,8454,,,,
5349420,30.07.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Juli,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Reichert
5349423,31.07.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"24,5700",to,MVA Mannheim,,,Reichert GmbH,Beseitigung,Herkunft/Ziel,HN RT 8019
5369362,08.08.2025 00:00:00,90B0000,03,TPLUS GmbH,103625,MVA,102507,Benningen HAPART,3,Aug.,zugeordnet,B-Abfälle,B-Abfälle,"0,0000",to,MVA Stuttgart,TPLUS,8454,,Verwertung,Herkunft/Ziel,
5347588,01.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,offen,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,,,
5347594,31.07.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Juli,offen,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,,,
5344590,30.07.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Juli,erledigt,Output Benningen - Restmüll MVA Mannheim,Restmüll,"24,3200",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,LB PT 7077
5346938,01.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Reichert
5346958,02.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,offen,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,,,
5346959,02.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,offen,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,,,
5346962,30.07.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Juli,erledigt,Output Benningen - Restmüll MVA Mannheim,Restmüll,"25,6500",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,LB FR 33
5348194,30.07.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Juli,rückgemeldet,Output Benningen - Restmüll MVA Stuttgart,Restmüll,"24,6100",to,MVA Stuttgart,,,KURZ Entsorgung,Beseitigung,Herkunft/Ziel,LB KE 9666
5369517,04.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Reichert
5369551,04.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5347239,31.07.2025 00:00:00,10S1030,02,"Veolia Umweltservice 
Süd GmbH & Co. KG
Betrieb Bretzfeld",103626,Veolia,59196,Heilbronn Austraße,358,Juli,zugeordnet,Output Heilbronn - gem. Siedlungsabfälle LK HN / Deponie Stetten zur MVA Rothensee,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,MVA Rothensee,Veolia,,,Verwertung,Herkunft/Ziel,
5356555,05.08.2025 00:00:00,20P1031,12,Nordwestdeutsche Papierrohstoff GmbH & Co. KG,103661,Nordwestdeutsche,59281,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - Kartonage B19 Marktmenge zu NWD,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Nordwestdeutsche,Nordwestdeutsche,9463,,Verwertung,Herkunft/Ziel,
5346990,01.08.2025 00:00:00,20P1061,02,Nordwestdeutsche Papierrohstoff GmbH & Co. KG,103661,Nordwestdeutsche,59281,Öhringen,295,Aug.,zugeordnet,Output Öhringen - Natron II W52 Vertragsmenge zu NWD,Natron Welle 2 W52 (4.03.00 Ausgang),"0,0000",to,Nordwestdeutsche,Nordwestdeutsche,9463,,Verwertung,Herkunft/Ziel,
5349808,31.07.2025 00:00:00,18S1035,02,BEM Umweltservice GmbH,103669,KWB,212214,Heilbronn Austraße,358,Juli,erledigt,Output - Biomüll kommunal Stadt HN abgeholt,Biomüll kommunal,"17,4200",to,KWB Hardheim,,,,Verwertung,Herkunft/Ziel,HN XF 1563
5350964,04.08.2025 00:00:00,20P1030,01,"GOA Gesellschaft im Ostalbkreis
für Abfallbewirtschaftung mbH",103679,Goa,59323,Ellert GAA,919,Aug.,zugeordnet,Output GAA Essingen - Kartonage B19 ALDI Vertrag 2021 zu DS Smith,Kartonage B19,"0,0000",to,DS Smith Recycling,DS Smith Recycling Raubling,,,Verwertung,Herkunft/Ziel,
5368856,08.08.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5346804,01.08.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5347879,30.07.2025 00:00:00,10S2010,01,Walter Kaspar GmbH & Co. KG,103706,Kaspar,59382,Benningen,2,Juli,zugeordnet,Output Benningen - EBS-Vormaterial in Ballen nach St. Georgen,EBS-Vormaterial in Ballen,"0,0000",to,Kaspar,Kaspar,8180,,Verwertung,Herkunft/Ziel,
5368758,01.08.2025 00:00:00,80S1504,01,HIM GmbH,103728,HIM,59430,Somü,1,Aug.,zugeordnet,Aufsaug- und Filtermaterialien,Aufsaug- und Filtermaterialien,"0,0000",to,HIM Stuttgart,HIM Biebesheim,8145,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9258
5355860,31.07.2025 00:00:00,70M1130,02,Kämpf Umweltservice GmbH,103730,Kämpf,59435,Schwaigern,4,Juli,erledigt,Output Schwaigern Mischschrott zu Kämpf,Mischschrott,"9,0100",to,Kämpf Umweltservice,Kämpf,8177,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 9255
5344645,30.07.2025 00:00:00,20P1030,01,Waste Paper Trade,103883,Waste,59721,Bruchsal,504,Juli,zugeordnet,Output Bruchsal - Kartonage B19 Vertragsmenge zu Waste Paper Trade,Kartonage B19,"0,0000",to,Waste,Waste mit MWST,8737,,Verwertung,Herkunft/Ziel,
5368924,06.08.2025 00:00:00,20P1030,01,Waste Paper Trade,103883,Waste,59721,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg - Kartonage B19 Vertragsmenge zu Waste Paper Trade,Kartonage B19,"0,0000",to,Waste,Waste mit MWST,8737,,Verwertung,Herkunft/Ziel,
5353185,08.08.2025 00:00:00,28P1010,01,"Veolia Umweltservice Süd
GmbH & Co. KG",104008,Veolia,60817,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg - Bereitstellung lohnverpresste Sammelware WSH Schwäbisch Hall zu Veolia,Sammelware B10 (kommunales Altpapier),"0,0000",to,Veolia Hamburg,Veolia,,,Verwertung,Herkunft/Ziel,
5349800,31.07.2025 00:00:00,18S1035,02,RETERRA Erden Süd GmbH,106430,RETERRA,65022,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Biomüll kommunal zu KWB Hardheim abgeholt,Biomüll kommunal,"23,8300",to,KWB Hardheim,,,,Verwertung,Herkunft/Ziel,AC CL 1369
5349804,01.08.2025 00:00:00,18S1035,02,RETERRA Erden Süd GmbH,106430,RETERRA,65022,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Biomüll kommunal zu KGH Obersontheim abgeholt,Biomüll kommunal,"0,0000",to,KGH,,,,Verwertung,Herkunft/Ziel,
5341694,31.07.2025 00:00:00,18S1010,02,Abfallwirtschaft Hohenlohekreis,107743,Hohenlohekreis,67232,Heilbronn Austraße,358,Juli,rückgemeldet,Output Heilbronn - Hohenlohekreis Kontingent EEW,Hausmüll (Restmüll kommunal) Landkreis Hohenlohe,"23,5800",to,MVA Göppingen,,,,Beseitigung,Herkunft/Ziel,MOS GO 520
5355779,04.08.2025 00:00:00,18S1010,02,Abfallwirtschaft Hohenlohekreis,107743,Hohenlohekreis,67232,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Hohenlohekreis Kontingent EEW,Hausmüll (Restmüll kommunal) Landkreis Hohenlohe,"0,0000",to,MVA Göppingen,,,,Beseitigung,Herkunft/Ziel,
5356908,04.08.2025 00:00:00,81S1905,01,REKO GmbH,107957,REKO,67629,Kirchberg,923,Aug.,offen,Sieb- und Rechengut MVV Mannheim,Sieb- und Rechengut,"0,0000",to,MVA Mannheim,,,,Verwertung,Herkunft/Ziel,
5369383,06.08.2025 00:00:00,70M1160,01,ProMetall GmbH,107705,ProMetall GmbH,157125,Benningen,2,Aug.,offen,Brennschrott,Brennschrott,"0,0000",to,ProMetall,,,,Verwertung,Herkunft/Ziel,
5341286,01.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,erledigt,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"10,8000",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 351
5346832,01.08.2025 00:00:00,20P1030,01,DS Smith Recycling Deutschland GmbH,111195,DS Smith Recycling,72996,Benningen,2,Aug.,zugeordnet,Output Benningen - Kartonage B19 ALDI Vertrag 2021 zu DS Smith,Kartonage B19,"0,0000",to,DS Smith Recycling,DS Smith Recycling Raubling,,,Verwertung,Herkunft/Ziel,
5346900,01.08.2025 00:00:00,51B1021,02,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Bauschutt zu Kleinknecht,Bauschutt,"0,0000",to,Kleinknecht,"Kleinknecht, Paul",9113,,Verwertung,Herkunft/Ziel,
5346904,31.07.2025 00:00:00,51B1021,02,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Schwaigern,4,Juli,erledigt,Output Schwaigern - Bauschutt zu Kleinknecht,Bauschutt,"25,1600",to,Kleinknecht,"Kleinknecht, Paul",9113,,Verwertung,Herkunft/Ziel,KÜN ER 699
5350978,06.08.2025 00:00:00,20P1030,02,GreenCycle GmbH,113631,GreenCycle,77787,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Kartonage B19 Lidl + Kaufland Menge,Kartonagen B19,"0,0000",to,Greencycle,GreenCycle,113631,,Verwertung,Herkunft/Ziel,
5341953,01.08.2025 00:00:00,20P1031,01,Palm Recycling GmbH & Co. KG,117080,Palm,87656,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - Kartonage B19 Bereitstellung dm Vaihingen zu Palm,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Palm Aalen,Palm Recycling,10098,,Verwertung,Herkunft/Ziel,
5356755,05.08.2025 00:00:00,20P1061,01,Palm Recycling GmbH & Co. KG,117080,Palm,87656,Benningen,2,Aug.,offen,Output Benningen - Natron II W52 Vertragsmenge zu Palm,Natron Welle 2 W52 (4.03.00 Ausgang),"0,0000",to,Palm Aalen,Palm Recycling,10098,,,,
5356548,07.08.2025 00:00:00,20P1031,02,B.I.R.D. Recycling GmbH & Co. KG,117175,BIRD,148134,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Kartonage B19 Vertragsmenge zu BIRD,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,BIRD,BIRD,,,Verwertung,Herkunft/Ziel,
5291279,30.07.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Juli,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5291279,30.07.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Juli,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5320220,15.08.2025 00:00:00,70M1130,01,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5320220,15.08.2025 00:00:00,70M1130,01,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331878,13.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331878,13.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331879,20.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331879,20.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5321042,30.07.2025 00:00:00,70M1520,01,SKB Rohstoff und Recycling GmbH,117619,SKB,88688,Kirchberg,923,Juli,erledigt,Blechabfälle lackiert,Blechabfälle lackiert,"26,4000",to,SKB,SKB,,,Verwertung,Herkunft/Ziel,GG 624 SZ
5369077,21.08.2025 00:00:00,70M1520,01,SKB Rohstoff und Recycling GmbH,117619,SKB,88688,Kirchberg,923,Aug.,offen,Blechabfälle lang,Blechabfälle lang,"0,0000",to,SKB,SKB,,,Verwertung,Herkunft/Ziel,
5347655,30.07.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Juli,rückgemeldet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"24,0600",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 9650
5356870,07.08.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"0,0000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,,Verwertung,Herkunft/Ziel,
5356675,08.08.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"0,0000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 9683
5275337,21.08.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Aug.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 912
